Unnamed: 0,Category,Question,Consistency,raw_cot,corrected_cot,Correct_Answer,Cot_random_answer,Smv_Answer,Output_Answer,Corrected COT Answer,MAD_Answer,Hallu Seq
2093,Challenging Math,"of the 75 cars on a car lot , 45 have air - conditioning , 35 have power steering , and 12 have both air - conditioning and power steering . how many of the cars on the lot have neither air - conditioning nor power steering ? The options are: a ) 7 , b ) 8 , c ) 10 , d ) 15 , e ) 18",TRUE,,,a,a,a,a,a,a,
2094,Challenging Math,"a no . when divided by 221 gives a remainder 43 , what remainder will beobtained by dividing the same number 19 ? The options are: a ) 3 , b ) 6 , c ) 9 , d ) 11 , e ) 15",TRUE,,,c,error,error,error,error,error,
2095,Challenging Math,"tea worth rs . 126 per kg are mixed with a third variety in the ratio 1 : 1 : 2 . if the mixture is worth rs . 153 per kg , the price of the third variety per kg The options are: a ) 175.59 , b ) 175.5 , c ) 175.57 , d ) 175.52 , e ) 175.11",TRUE,,,c,error,error,error,error,error,
2096,Challenging Math,"a store sells 2 kinds of jelly beans mixes ( a and b ) both made up of red and yellow beans . if b contains 20 % more red beans than a but 10 % fewer yellow beans . and jar a contains twice as many red beans as yellow by what percent is the number of beans in jar b larger than the number in jar a The options are: a ) 5 , b ) 6 , c ) 8 , d ) 9 , e ) 10",TRUE,,,e,e,e,e,e,e,
2097,Challenging Math,"find the greatest common factor ( gfc ) of 24 , 40 and 60 . The options are: a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",TRUE,,,d,d,d,d,d,d,
2098,Challenging Math,"a and b start a business jointly . a invests rs 16000 for 8 month and b remains in the business for 4 months . out of total profit , b claims 2 / 7 of the profit . how much money was contributed by b ? The options are: a ) 12800 , b ) 13000 , c ) 11500 , d ) 12500 , e ) 12000",TRUE,,,a,a,a,a,a,a,
2099,Challenging Math,"the second of two numbers is two less than 3 times the first . find the numbers if there sum is 82 . The options are: a ) 7 - 19 , b ) 8 - 20 , c ) 10 - 16 , d ) 15 - 9 , e ) 21 - 61",TRUE,,,e,e,e,e,e,e,
2100,Challenging Math,"in the standard formulation of a flavored drink the ratio by volume of flavoring to corn syrup to water is 1 : 12 : 30 . in the ` ` sport ' ' formulation , the ratio of flavoring to corn syrup is three times as great as in the standard formulation , and the ratio of flavoring to water is half that of the standard formulation . if a large bottle of the ` ` sport ' ' formulation contains 3 ounces of corn syrup , how many ounces of water does it contain ? The options are: ['a ) 45', 'b ) 50', 'c ) 55', 'd ) 60', 'e ) 63']",TRUE,,,a,a,a,a,a,a,
2101,Challenging Math,"a train moves with a speed of 108 kmph . its speed in metres per second is : The options are: a ) 10.8 , b ) 18 , c ) 30 , d ) 38.8 , e ) none of these",TRUE,,,c,c,c,c,c,c,
2102,Challenging Math,"by how much is 50 % of 250 greater than 25 % of 400 . The options are: a ) 25 , b ) 26 , c ) 29 , d ) 39 , e ) 26",TRUE,,,b,a,a,a,a,a,
2103,Challenging Math,"in a rectangular coordinate system , if a line passes through the points ( - 15 , - 18 ) , ( 1522 ) and ( x , 2 ) then what is the value of x ? The options are: a ) - 2 , b ) - 1 , c ) 0 , d ) 1 , e ) 2",TRUE,,,c,c,c,c,c,c,
2104,Challenging Math,"running at the same constant rate , 100 identical machines can produce a total of 500 coffee bar per minute . at this rate , how many bottles could 20 such machines produce in 2 minutes ? The options are: a ) 110 , b ) 220 , c ) 330 , d ) 200 , e ) 789",TRUE,,,d,d,d,d,d,d,
2105,Challenging Math,"two ants , arthur and amy , have discovered a picnic and are bringing crumbs back to the anthill . amy makes twice as many trips and carries one and a half times as many crumbs per trip as arthur . if arthur carries a total of b crumbs to the anthill , how many crumbs will amy bring to the anthill , in terms of b ? The options are: a ) b / 2 , b ) b , c ) 3 b / 2 , d ) 2 b , e ) 3 b",TRUE,,,e,e,e,e,e,e,
2106,Challenging Math,"tough and tricky questions : work / rate problems . a group of 4 junior lawyers require 7 hours to complete a legal research assignment . how many hours would it take a group of 3 legal assistants to complete the same research assignment assuming that a legal assistant works at two - thirds the rate of a junior lawyer ? source : chili hot gmat The options are: a ) 14 , b ) 10 , c ) 9 , d ) 6 , e ) 5",TRUE,,,a,a,a,a,a,a,
2107,Challenging Math,"the difference of a larger number and a smaller number is 6 . the sum of the larger number and twice the smaller is 15 . what is the larger number ? The options are: a ) 7 , b ) 8 , c ) 9 , d ) 10 , e ) 11",TRUE,,,c,c,c,c,c,c,
2108,Challenging Math,"the diameters of two spheres are in the ratio 1 : 2 what is the ratio of their surface area ? The options are: ['a ) 1 : 0', 'b ) 1 : 4', 'c ) 1 : 6', 'd ) 1 : 2', 'e ) 1 : 1']",TRUE,,,b,error,error,error,error,error,
2109,Challenging Math,"a starts business with rs . 3500 and after 5 months , b joins with a as his partner . after a year , the profit is divided in the ratio 2 : 3 . what is b ' s contribution in the capital ? The options are: a ) rs . 9228 , b ) rs . 9129 , c ) rs . 9120 , d ) rs . 9000 , e ) rs . 1922",TRUE,,,d,error,error,error,error,error,
2110,Challenging Math,"how many of the positive factors of 24 are not factors of 27 The options are: a ) 2 , b ) 6 , c ) 4 , d ) 1 , e ) 5",TRUE,,,b,b,b,b,b,b,
2111,Challenging Math,"a bag contains 7 green and 8 white balls . if two balls are drawn simultaneously , the probability that both are of the same colour is - . The options are: a ) 7 / 18 , b ) 7 / 19 , c ) 7 / 11 , d ) 7 / 12 , e ) 7 / 15",TRUE,,,e,e,e,e,e,e,
2112,Challenging Math,"a is a working partner and b is a sleeping partner in a business . a puts in 20,000 and b 90,000 . a gets 20 % of the profit for managing the business , and the rest is divided in proportion to their capitals . find the share of b in profit of 11000 . The options are: a ) 3500 , b ) 7200 , c ) 6800 , d ) 4800 , e ) none of these",TRUE,,,b,b,b,b,b,b,
2113,Challenging Math,"when tossed , a certain coin has equal probability of landing on either side . if the coin is tossed 4 times , what is the probability that it will land twice on heads and twice tails ? The options are: a ) 1 / 8 , b ) 1 / 4 , c ) 1 / 16 , d ) 1 / 32 , e ) 1 / 2",TRUE,,,c,error,error,error,error,error,
2114,Challenging Math,"the circumferences of the fore and hind - wheels of a carriage are 2 2 / 5 and 3 3 / 7 meters respectively . a chalk mark is put on the point of contact of each wheel with the ground at any given moment . how far will the carriage have travelled so that their chalk marks may be again on the ground at the same time ? The options are: a ) 18 metres , b ) 16 metres , c ) 38 metres , d ) 42 metres , e ) 24 metres",TRUE,,,e,e,e,e,e,e,
2115,Challenging Math,"if 5 ^ 5 × 5 ^ x = ( 125 ) ^ 4 , then what is the value of x ? The options are: a ) 2 , b ) 3 , c ) 5 , d ) 6 , e ) 7",TRUE,,,e,e,e,e,e,e,
2116,Challenging Math,"machine a produces 100 parts thrice as fast as machine b does . machine b produces 100 parts in 30 minutes . if each machine produces parts at a constant rate , how many parts does machine a produce in 6 minutes ? The options are: a ) 20 , b ) 80 , c ) 40 , d ) 60 , e ) 50",TRUE,,,d,d,d,d,d,d,
2117,Challenging Math,"a train 150 m long passes a km stone in 15 seconds and another train of the same length travelling in opposite direction in 8 seconds . the speed of the second train is The options are: a ) 60 kmph , b ) 66 kmph , c ) 72 kmph , d ) 99 kmph , e ) 89 kmph",TRUE,,,d,d,d,d,d,d,
2118,Challenging Math,"what is the max number of rectangular boxes , each measuring 5 inches by 2 inches by 7 inches , that can be packed into a rectangular packing box measuring 15 inches by 20 inches by 35 inches , if all boxes are aligned in the same direction ? The options are: a ) 200 , b ) 350 , c ) 100 , d ) 150 , e ) 120",TRUE,,,d,d,d,d,d,d,
2119,Challenging Math,"the average temperature for monday , tuesday and wednsday is 36.3 degrees c . the average temperature for tuesday , wednesday and thursday is 36.7 degrees c . if monday ’ s temperature recorded as 39 degrees c , find the thursday ’ s temperature ? The options are: a ) 60.2 degrees c , b ) 50.2 degrees c , c ) 40.2 degrees c , d ) 70.2 degrees c , e ) none of these",TRUE,,,c,c,c,c,c,c,
2120,Challenging Math,"a boy goes to his school from his house at a speed of 3 km / hr and returns at a speed of 2 km / hr . if he takes 5 hours in going and coming . the distance between his house and school is : The options are: a ) 4.5 km , b ) 5.5 km , c ) 6 km , d ) 7 km , e ) none",TRUE,,,c,c,c,c,c,c,
2121,Challenging Math,"how many kilograms of sugar costing rs . 9 per kg must be mixed with 27 kg of sugar costing rs . 7 per kg so that there may be a gain of 10 % by selling the mixture at rs . 9.24 per kg ? The options are: a ) 33 , b ) 39 , c ) 38 , d ) 63 , e ) 01",TRUE,,,d,error,error,error,error,error,
2122,Challenging Math,"the cost of one photocopy is $ 0.02 . however , a 25 % discount is offered on orders of more than 100 photocopies . if saran and david have to make 80 copies each , how much will each of them save if they submit a single order of 160 copies ? The options are: a ) $ 0.32 , b ) $ 0.40 , c ) $ 0.45 , d ) $ 0.48 , e ) $ 0.54",TRUE,,,b,error,error,error,error,error,
2123,Challenging Math,"a cistern can be filled by a tap in 5 hours while it can be emptied by another tap in 10 hours . if both the taps are opened simultaneously then after how much time will the cistern get filled ? The options are: a ) 20 hr , b ) 10 hr , c ) 5 hr , d ) 4 hr , e ) 15 hr",TRUE,,,b,b,b,b,b,b,
2124,Challenging Math,"the mall charges 50 cents for the first hour of parking and $ 3 for each additional hour until the customer reaches 4 hours , after that the parking fee is $ 1 per hour . if a certain customer parked his in the mall for 7 hours and 30 minutes , how much is he going to pay ? The options are: a ) $ 11.5 . , b ) $ 12 . , c ) $ 13 . , d ) $ 14.5 , e ) $ 15 .",TRUE,,,c,error,error,error,error,error,
2125,Challenging Math,"the number of students in each section of a school is 24 . after admitting new students , 3 new sections were started . now , the total number of sections is 16 and there are 21 students in each section . the number of new students admitted is : The options are: a ) 12 , b ) 42 , c ) 24 , d ) 28 , e ) 26",TRUE,,,c,c,c,c,c,c,
2126,Challenging Math,"a parallelogram has a base that is four time the size of it ' s height . the total area of this parallelogram is 2,304 sq ft . what is the height of the parallelogram ? The options are: ['a ) 19', 'b ) 23', 'c ) 24', 'd ) 16', 'e ) 17']",TRUE,,,c,c,c,c,c,c,
2127,Challenging Math,"what is the remainder when the number w = 14 ^ 2 * 15 ^ 8 is divided by 5 ? The options are: a ) 0 , b ) 1 , c ) 2 , d ) 4 , e ) 5",TRUE,,,a,a,a,a,a,a,
2128,Challenging Math,"the product of two numbers is 2028 and their h . c . f is 13 . the number of such pairs is : The options are: a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",TRUE,,,b,c,c,c,c,c,
2129,Challenging Math,"if the average marks of 3 batches of 55 , 60 and 45 students respectively is 40 , 62 , 58 , then the average marks of all the students is The options are: a ) 54.48 , b ) 53.31 , c ) 54.6 , d ) 54.58 , e ) none of these",TRUE,,,b,b,b,b,b,b,
2130,Challenging Math,"a multiple choice test consists of 4 questions , and each question has 5 answer choices . in how many e ways can the test be completed if every question is unanswered ? The options are: a ) 24 , b ) 120 , c ) 625 , d ) 720 , e ) 1024",TRUE,,,c,error,error,error,error,error,
2131,Challenging Math,"a and b undertake to do a piece of work for $ 600 . a alone can do it in 6 days while b alone can do it in 8 days . with the help of c , they finish it in 3 days . find the share of a ? The options are: a ) $ 100 , b ) $ 150 , c ) $ 300 , d ) $ 250 , e ) $ 350",TRUE,,,c,error,error,error,error,error,
2132,Challenging Math,"you need to print a document of the area 216 sq cm . condition is 3 cm margin is to be left at both top & bottom and 2 cm at the sides . what is the optimized size of your paper ? The options are: ['a ) 60 sq . cm', 'b ) 70 sq . cm', 'c ) 95 sq . cm', 'd ) 80 sq . cm', 'e ) 90 sq . cm']",TRUE,,,e,error,error,error,error,error,
